Compound CID,BioAssay AID,Substance SID,Activity,Protein GI (NCBI),NCBI Gene ID,Activity value (µM),Activity type,BioAssay Name,BioAssay Type,PMID,pIC50 (M)
5351344,1288163,103168561,Active,,,2.97,IC50,Antiproliferative activity against human MCF7/MX cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,26974371.0,5.527243550682788
5351344,1308544,103168561,Active,,,0.013,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,27149641.0,7.886056647693163
5351344,1308561,103168561,Active,,,0.027,IC50,Cytotoxicity against human MCF7/DX cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,27149641.0,7.568636235841013
5351344,1310267,103168561,Active,,,0.154,IC50,Growth inhibition of human MCF7/Topo cells after 72 hrs by MTT assay,Confirmatory,27116710.0,6.812479279163537
5351344,1325846,103168561,Active,,,2.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells assessed as suppression of protein assembly after 15 mins by spectrophotometric analysis,Confirmatory,27994737.0,5.6020599913279625
5351344,1330810,103168561,Active,,,0.18,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,27487568.0,6.7447274948966935
5351344,1334734,103168561,Active,,,0.005,IC50,Antiproliferative activity against human MCF7 assessed as reduction in cell viability measured after 48 hrs by SRB assay,Confirmatory,27919655.0,8.301029995663981
5351344,1336751,103168561,Active,,,0.043,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,28034647.0,7.366531544420414
5351344,1338084,103168561,Active,,,0.029,IC50,Antiproliferative activity against human MCF7 cells measured after 48 hrs by MTT assay,Confirmatory,27721152.0,7.5376020021010435
5351344,1341374,103168561,Active,,,0.0054,IC50,Antimitotic activity in human MCF7 cells assessed as mitotic index measured after 20 hrs by DAPI-staining based fluorescence microscopic analysis,Confirmatory,,8.267606240177031
5351344,1348621,103168561,Active,,,0.008,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by resazurin-based fluorescence assay,Confirmatory,29202409.0,8.096910013008056
5351344,1351591,103168561,Active,,,0.17,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,29291446.0,6.769551078621726
5351344,1352478,103168561,Unspecified,,,69.6,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29396364.0,4.157390760389438
5351344,1352484,103168561,Active,,,5.73,IC50,Inhibition of beta-tubulin polymerization in human MCF7 cells after 72 hrs by ELISA,Confirmatory,29396364.0,5.24184537803261
5351344,1353630,103168561,Active,,,1.0,IC50,Antiproliferative activity against human MCF7 cells after 2 days by MTT assay,Confirmatory,29432949.0,6.0
5351344,1387439,103168561,Active,,,0.2,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS/PMS assay,Confirmatory,30230828.0,6.698970004336019
5351344,1400377,103168561,Active,,,0.0021,IC50,Antiproliferative activity against CYP1A1 expressing human MCF7 cells after 72 hrs by SRB assay,Confirmatory,30201525.0,8.67778070526608
5351344,1405372,103168561,Active,,,0.0391,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by CCK8 assay,Confirmatory,30006162.0,7.407823242604133
5351344,1411800,103168561,Active,,,0.67,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by CCK-8 assay,Confirmatory,30108925.0,6.173925197299173
5351344,1424777,103168561,Active,,,0.005,IC50,Growth inhibition of human MCF7 cells after 96 hrs by trypan blue exclusion assay,Confirmatory,29730191.0,8.301029995663981
5351344,1458820,103168561,Active,,,0.014,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,28792756.0,7.853871964321762
5351344,1466245,103168561,Active,,,0.041,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,28410492.0,7.3872161432802645
5351344,1487507,103168561,Active,,,4.2,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by sulforhodamine B assay,Confirmatory,28684120.0,5.376750709602099
5351344,1506490,103168561,Active,,,0.18,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,30108703.0,6.7447274948966935
5351344,1506734,103168561,Active,,,4.63,IC50,Antiproliferative activity in human MCF7 cells assessed as reduction in cell number incubated for 48 hrs by SRB assay,Confirmatory,30108756.0,5.334419008982047
5351344,1508149,103168561,Active,,,0.12,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,28803046.0,6.920818753952375
5351344,1514431,103168561,Active,,,0.041,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell growth after 48 hrs by MTT assay,Confirmatory,30448234.0,7.3872161432802645
5351344,1517172,103168561,Active,,,0.37,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,Confirmatory,31536891.0,6.431798275933005
5351344,1517356,103168561,Active,,,0.00104,IC50,Antiproliferative activity against human MCF7 cells incubated for 48 hrs by MTS assay,Confirmatory,31541870.0,8.98296666070122
5351344,1535574,103168561,Active,,,0.18,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,30606674.0,6.7447274948966935
5351344,1585983,103168561,Active,,,0.003,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,30472600.0,8.522878745280337
5351344,1586359,103168561,Active,,,1.0,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,30502686.0,6.0
5351344,1593624,103168561,Active,,,0.002,IC50,Antiproliferative activity against ER positive human MCF7 cells expressing low level of CYP assessed as reduction in cell viability measured after 96 hrs by MTT assay,Confirmatory,30935796.0,8.698970004336019
5351344,1593625,103168561,Active,,,0.002,IC50,Antiproliferative activity against TCCD-induced ER positive human MCF7 cells expressing CYP1A1 assessed as reduction in cell viability after 96 hrs by MTT assay,Confirmatory,30935796.0,8.698970004336019
5351344,1608956,103168561,Active,,,0.37,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay,Confirmatory,31400707.0,6.431798275933005
5351344,1628236,103168561,Active,,,0.018,IC50,Antiproliferative activity against human MCF7 cells incubated for 48 hrs by sulforhodamine B assay,Confirmatory,26938120.0,7.7447274948966935
5351344,1628401,103168561,Active,,,0.0125,IC50,Growth inhibition of human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,27172319.0,7.903089986991944
5351344,1657526,103168561,Active,,,0.09,IC50,Cytotoxicity against human MCF7 cells after 68 hrs by MTT assay,Confirmatory,32243160.0,7.045757490560675
5351344,1667117,103168561,Active,,,0.041,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,Confirmatory,32063430.0,7.3872161432802645
5351344,1688957,103168561,Active,,,0.004,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by alamar blue assay,Confirmatory,31954879.0,8.397940008672037
5351344,1690541,103168561,Active,,,0.003,IC50,Antiproliferative activity against human MCF7 cells measured after 48 hrs by SRB assay,Confirmatory,32113125.0,8.522878745280337
5351344,1694125,103168561,Active,,,0.034,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell growth incubated for 72 hrs by MTT assay,Confirmatory,33421913.0,7.468521082957745
5351344,1698444,103168561,Active,,,0.04,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability by MTT assay,Confirmatory,33010448.0,7.3979400086720375
5351344,1706477,103168561,Active,,,0.041,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell growth after 48 hrs by MTT assay,Confirmatory,33022479.0,7.3872161432802645
5351344,1727316,103168561,Active,,,0.008,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability after 24 hrs by Celltiter-Glo assay,Confirmatory,33038796.0,8.096910013008056
5351344,1730568,103168561,Active,,,0.0019,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability measured after 48 hrs by sulforhodamine B assay,Confirmatory,33472119.0,8.721246399047171
5351344,1733021,103168561,Active,,,0.17,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition by MTT assay,Confirmatory,33636303.0,6.769551078621726
5351344,1736450,103168561,Active,,,0.25,IC50,Antiproliferative activity against human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,32035399.0,6.6020599913279625
5351344,1736451,103168561,Active,,,0.49,IC50,Antiproliferative activity against drug-resistant human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,32035399.0,6.309803919971486
5351344,1741568,103168561,Active,,,0.17,IC50,Antiproliferative activity against human MCF7 cells measured after 48 hrs by MTT assay,Confirmatory,32717486.0,6.769551078621726
5351344,1760384,103168561,Active,,,3.45,IC50,Antiproliferative activity against human MCF7 cells incubated for 24 hrs by MTT assay,Confirmatory,32992133.0,5.462180904926726
5351344,1766189,103168561,Active,,,0.019,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,Confirmatory,34455231.0,7.721246399047171
5351344,1771459,103168561,Active,,,0.011,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition after 72 hrs by SRB assay,Confirmatory,34454126.0,7.958607314841775
5351344,1773137,103168561,Active,,,0.42,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,34311158.0,6.376750709602099
5351344,1809272,103168561,Active,,,0.0048,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,34428056.0,8.318758762624412
5351344,1809273,103168561,Active,,,0.0031,IC50,Antiproliferative activity against human MCF7/ADR cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,34428056.0,8.508638306165727
5351344,1832108,103168561,Active,,,0.01,IC50,Antiproliferative activity against human MCF7 assessed as reduction in cell viability measured after 48 hrs by MTT assay,Confirmatory,34175541.0,8.0
5351344,1847782,103168561,Active,,,4.85,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition measured after 72 hrs by MTT assay,Confirmatory,34826681.0,5.314258261397736
5351344,1860220,103168561,Active,,,0.12,IC50,Antiproliferative activity against human MCF7 cells measured after 48 hrs by MTT assay,Confirmatory,35551039.0,6.920818753952375
5351344,1862614,103168561,Active,,,0.172,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by CellTiter Glo assay,Confirmatory,35797900.0,6.764471553092451
5351344,1865675,103168561,Active,,,0.14,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by CCK-8 assay,Confirmatory,34458740.0,6.853871964321762
5351344,1882892,103168561,Active,,,0.009,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay,Confirmatory,35447432.0,8.045757490560675
5351344,1882897,103168561,Active,,,0.017,IC50,Cytotoxicity against human MCF7/TxR cells assessed as reduction in cell viability measured after 24 hrs by MTT assay,Confirmatory,35447432.0,7.769551078621726
5351344,1887829,103168561,Active,,,0.029,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,34649064.0,7.5376020021010435
5351344,1931109,103168561,Active,,,0.032,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 48 hrs by SRB assay,Confirmatory,32302879.0,7.494850021680094
5351344,1931840,103168561,Active,,,0.01,IC50,Anticancer activity against human MCF7 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,Confirmatory,32731188.0,8.0
5351344,1936103,103168561,Active,,,0.0059,IC50,Antiproliferative activity against human MCF7 cells measured after 72 hrs by MTT assay,Confirmatory,36471625.0,8.229147988357855
5351344,1936143,103168561,Active,,,0.0154,IC50,Antiproliferative activity against paclitaxel-resistant human MCF7/TxR cells measured after 72 hrs by MTT assay,Confirmatory,36471625.0,7.812479279163537
5351344,1945735,103168561,Active,,,0.46,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Confirmatory,36252396.0,6.337242168318426
5351344,1945736,103168561,Active,,,0.63,IC50,Antiproliferative activity against human MCF7-DOX cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Confirmatory,36252396.0,6.200659450546418
5351344,1950035,103168561,Active,,,0.0035,IC50,Antiproliferative activity against combretastatin A-4 resistant human MCF7 cells assessed as inhibition of cell growth incubated for 72 hrs by alamar blue assay,Confirmatory,28254699.0,8.455931955649724
5351344,1950097,103168561,Active,,,0.013,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition incubated for 3 days by trypan blue exclusion assay,Confirmatory,28523104.0,7.886056647693163
5351344,1967720,103168561,Active,,,0.009,IC50,Antiproliferative activity against human MCF7 cells expressing CYP1A1 assessed as cell growth inhibition incubated for 48 hrs by sulforhodamine B assay,Confirmatory,36780426.0,8.045757490560675
5351344,1979386,103168561,Active,,,0.014,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 72 hrs by SRB assay,Confirmatory,36162214.0,7.853871964321762
5351344,2001731,103168561,Active,,,0.018,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition,Confirmatory,36242921.0,7.7447274948966935
5351344,2036780,103168561,Active,,,0.024,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell growth by SRB assay,Confirmatory,37816266.0,7.619788758288394
5351344,2037788,103168561,Unspecified,,,15.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth measured after 48 hrs by sulforhodamine B assay,Confirmatory,37902628.0,4.823908740944319
65064,1188662,103226312,Unspecified,,,74.0,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,25141341.0,4.130768280269024
65064,1513556,103226312,Active,,,4.0,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,30048133.0,5.3979400086720375
65064,1604455,103226312,Unspecified,,,74.0,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,31663736.0,4.130768280269024
73299,1442278,103580287,Unspecified,,,39.389,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,28237662.0,4.40462504483175
73299,1494000,103580287,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by sulforhodamine B assay,Confirmatory,29131631.0,5.0
73299,1617464,103580287,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells incubated for 72 hrs by SRB assay,Confirmatory,31718182.0,5.0
73170,1443719,103580762,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by neutral red assay,Confirmatory,28318944.0,4.0
179651,1707257,174489645,Active,,,4.3,IC50,Antiproliferative activity against human MCF7 cells incubated for 48 hrs by [3H]-thymidine incorporation assay,Confirmatory,33289552.0,5.366531544420414
5464078,1180662,103568501,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,24960143.0,5.0
